id,transaction_id,priority,status,reason,created_step,unread,contact
RC00000253,TX0000024036,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,228,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000254,TX0000024073,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,265,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000255,TX0000024110,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,302,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000256,TX0000024231,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,423,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000257,TX0000024268,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,460,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000258,TX0000024648,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,96,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000259,TX0000024685,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,133,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000260,TX0000024806,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,254,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000261,TX0000024843,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,291,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000262,TX0000024880,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,328,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000263,TX0000025001,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,449,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000264,TX0000025038,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,486,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000265,TX0000025260,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,708,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000266,TX0000025418,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,122,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000267,TX0000025455,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,159,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000268,TX0000025576,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,280,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000269,TX0000025613,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,317,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000270,TX0000025641,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,345,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000271,TX0000025650,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,354,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000272,TX0000025808,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,512,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000273,TX0000026030,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,734,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000274,TX0000026188,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,148,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000275,TX0000026225,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,185,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000276,TX0000026346,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,306,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000277,TX0000026383,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,343,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000278,TX0000026411,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,371,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000279,TX0000026420,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,380,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000280,TX0000026800,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,16,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000281,TX0000026837,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,53,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000282,TX0000026958,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,174,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000283,TX0000026995,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,211,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000284,TX0000027116,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,332,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000285,TX0000027153,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,369,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000286,TX0000027190,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,406,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000287,TX0000027570,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,42,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000288,TX0000027607,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,79,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000289,TX0000027728,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,200,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000290,TX0000027765,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,237,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000291,TX0000027923,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,395,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000292,TX0000027960,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,432,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000293,TX0000028145,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,617,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000294,TX0000028340,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,68,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000295,TX0000028377,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,105,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000296,TX0000028414,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,142,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000297,TX0000028498,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,226,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000298,TX0000028513,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,241,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000299,TX0000028535,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,263,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000300,TX0000028693,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,421,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000301,TX0000028730,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,458,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000302,TX0000028915,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,643,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000303,TX0000029110,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,94,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000304,TX0000029147,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,131,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000305,TX0000029184,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,168,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000306,TX0000029268,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,252,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000307,TX0000029283,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,267,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000308,TX0000029305,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,289,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000309,TX0000029500,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,484,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000310,TX0000029685,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,669,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000311,TX0000029722,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,706,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000312,TX0000029880,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,120,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000313,TX0000029917,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,157,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000314,TX0000029954,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,194,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000315,TX0000030038,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,278,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000316,TX0000030075,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,315,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000317,TX0000030270,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,510,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000318,TX0000030455,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,695,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000319,TX0000030492,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,732,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000320,TX0000030650,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,146,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000321,TX0000030687,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,183,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000322,TX0000030724,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,220,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000323,TX0000030808,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,304,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000324,TX0000030845,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,341,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000325,TX0000031225,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,721,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000326,TX0000031262,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,14,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000327,TX0000031385,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,137,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000328,TX0000031420,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,172,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000329,TX0000031457,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,209,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000330,TX0000031494,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,246,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000331,TX0000031615,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,367,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000332,TX0000031837,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,589,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000333,TX0000031995,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,3,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000334,TX0000032032,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,40,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000335,TX0000032190,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,198,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000336,TX0000032227,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,235,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000337,TX0000032264,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,272,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000338,TX0000032385,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,393,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000339,TX0000032607,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,615,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000340,TX0000032765,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,29,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000341,TX0000032802,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,66,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000342,TX0000032960,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,224,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000343,TX0000032997,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,261,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000344,TX0000033034,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,298,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000345,TX0000033377,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,641,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000346,TX0000033414,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,678,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000347,TX0000033535,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,55,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000348,TX0000033572,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,92,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000349,TX0000033683,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,203,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000350,TX0000033730,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,250,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000351,TX0000033767,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,287,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000352,TX0000033804,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,324,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000353,TX0000034147,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,667,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000354,TX0000034184,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,704,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000355,TX0000034305,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,81,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000356,TX0000034342,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,118,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000357,TX0000034453,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,229,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000358,TX0000034500,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,276,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000359,TX0000034537,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,313,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000360,TX0000034574,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,350,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000361,TX0000034917,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,693,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000362,TX0000034954,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,730,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000363,TX0000035075,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,107,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000364,TX0000035112,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,144,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000365,TX0000035223,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,255,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000366,TX0000035270,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,302,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000367,TX0000035307,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,339,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000368,TX0000035344,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,376,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000369,TX0000035687,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,719,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000370,TX0000035724,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,12,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000371,TX0000035845,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,133,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000372,TX0000035882,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,170,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000373,TX0000035993,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,281,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000374,TX0000036077,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,365,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000375,TX0000036114,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,402,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000376,TX0000036299,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,587,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000377,TX0000036457,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,1,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000378,TX0000036494,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,38,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000379,TX0000036615,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,159,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000380,TX0000036652,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,196,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000381,TX0000036763,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,307,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000382,TX0000036847,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,391,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000383,TX0000036884,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,428,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000384,TX0000037069,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,613,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000385,TX0000037106,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,650,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000386,TX0000037227,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,27,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000387,TX0000037264,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,64,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000388,TX0000037385,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,185,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000389,TX0000037422,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,222,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000390,TX0000037533,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,333,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000391,TX0000037654,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,454,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000392,TX0000037795,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,595,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000393,TX0000037839,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,639,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000394,TX0000037876,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,676,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000395,TX0000037997,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,53,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000396,TX0000038034,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,90,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000397,TX0000038192,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,248,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000398,TX0000038303,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,359,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000399,TX0000038414,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,470,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000400,TX0000038424,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,480,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000401,TX0000038609,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,665,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000402,TX0000038646,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,702,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000403,TX0000038767,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,79,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000404,TX0000038804,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,116,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000405,TX0000038962,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,274,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000406,TX0000039073,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,385,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000407,TX0000039184,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,496,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000408,TX0000039379,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,691,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000409,TX0000039416,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,728,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000410,TX0000039537,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,105,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000411,TX0000039574,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,142,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000412,TX0000039722,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,290,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000413,TX0000039843,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,411,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000414,TX0000039897,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,465,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000415,TX0000039954,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,522,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000416,TX0000039991,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,559,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000417,TX0000040149,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,717,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000418,TX0000040186,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,10,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000419,TX0000040307,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,131,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000420,TX0000040344,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,168,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000421,TX0000040492,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,316,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000422,TX0000040613,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,437,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000423,TX0000040667,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,491,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000424,TX0000040724,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,548,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000425,TX0000040761,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,585,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000426,TX0000040919,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,743,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000427,TX0000040956,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,36,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000428,TX0000041077,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,157,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000429,TX0000041114,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,194,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000430,TX0000041262,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,342,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000431,TX0000041383,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,463,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000432,TX0000041494,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,574,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000433,TX0000041531,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,611,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000434,TX0000041689,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,25,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000435,TX0000041726,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,62,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000436,TX0000041847,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,183,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000437,TX0000041884,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,220,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000438,TX0000042032,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,368,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000439,TX0000042106,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,442,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000440,TX0000042153,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,489,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000441,TX0000042264,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,600,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000442,TX0000042301,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,637,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000443,TX0000042459,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,51,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000444,TX0000042496,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,88,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000445,TX0000042654,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,246,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000446,TX0000042769,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,361,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000447,TX0000042802,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,394,1,Risk operations review requested for elevated merchant and amount pattern.
