case_id,score,confidence,narrative,payload_json,resolved_payload_json
RC00000242,95,0.9100,High-confidence fraud investigation for RC00000242; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-142"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000243,53,0.7800,Elevated-risk investigation for RC00000243; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-143"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000244,92,0.9100,High-confidence fraud investigation for RC00000244; keep the transaction held and open dispute workflow.,"{""score"":92,""confidence"":0.91,""ring"":""RING-144"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000245,52,0.7800,Elevated-risk investigation for RC00000245; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-145"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000246,52,0.7800,Elevated-risk investigation for RC00000246; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-146"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000247,52,0.7800,Elevated-risk investigation for RC00000247; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-147"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000248,51,0.7800,Elevated-risk investigation for RC00000248; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-148"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000249,51,0.7800,Elevated-risk investigation for RC00000249; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-149"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000250,86,0.9100,High-confidence fraud investigation for RC00000250; keep the transaction held and open dispute workflow.,"{""score"":86,""confidence"":0.91,""ring"":""RING-150"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000251,54,0.7800,Elevated-risk investigation for RC00000251; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-151"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000252,94,0.9100,High-confidence fraud investigation for RC00000252; keep the transaction held and open dispute workflow.,"{""score"":94,""confidence"":0.91,""ring"":""RING-152"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000253,54,0.7800,Elevated-risk investigation for RC00000253; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-153"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000254,54,0.7800,Elevated-risk investigation for RC00000254; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-154"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000255,54,0.7800,Elevated-risk investigation for RC00000255; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-155"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000256,53,0.7800,Elevated-risk investigation for RC00000256; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-156"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000257,53,0.7800,Elevated-risk investigation for RC00000257; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-157"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000258,57,0.7800,Elevated-risk investigation for RC00000258; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-158"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000259,96,0.9100,High-confidence fraud investigation for RC00000259; keep the transaction held and open dispute workflow.,"{""score"":96,""confidence"":0.91,""ring"":""RING-159"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000260,57,0.7800,Elevated-risk investigation for RC00000260; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-160"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000261,54,0.7800,Elevated-risk investigation for RC00000261; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-161"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000262,54,0.7800,Elevated-risk investigation for RC00000262; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-162"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000263,53,0.7800,Elevated-risk investigation for RC00000263; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-163"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000264,53,0.7800,Elevated-risk investigation for RC00000264; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-164"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000265,52,0.7800,Elevated-risk investigation for RC00000265; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-165"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000266,56,0.7800,Elevated-risk investigation for RC00000266; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-166"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000267,98,0.9100,High-confidence fraud investigation for RC00000267; keep the transaction held and open dispute workflow.,"{""score"":98,""confidence"":0.91,""ring"":""RING-167"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000268,56,0.7800,Elevated-risk investigation for RC00000268; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-168"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000269,55,0.7800,Elevated-risk investigation for RC00000269; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-169"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000270,95,0.9100,High-confidence fraud investigation for RC00000270; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-170"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000271,55,0.7800,Elevated-risk investigation for RC00000271; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-171"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000272,55,0.7800,Elevated-risk investigation for RC00000272; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-172"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000273,53,0.7800,Elevated-risk investigation for RC00000273; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-173"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000274,53,0.7800,Elevated-risk investigation for RC00000274; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-174"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000275,91,0.9100,High-confidence fraud investigation for RC00000275; keep the transaction held and open dispute workflow.,"{""score"":91,""confidence"":0.91,""ring"":""RING-175"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000276,59,0.7800,Elevated-risk investigation for RC00000276; keep under review pending confirmation.,"{""score"":59,""confidence"":0.78,""ring"":""RING-176"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000277,53,0.7800,Elevated-risk investigation for RC00000277; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-177"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000278,97,0.9100,High-confidence fraud investigation for RC00000278; keep the transaction held and open dispute workflow.,"{""score"":97,""confidence"":0.91,""ring"":""RING-178"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000279,53,0.7800,Elevated-risk investigation for RC00000279; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-179"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000280,53,0.7800,Elevated-risk investigation for RC00000280; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-180"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000281,54,0.7800,Elevated-risk investigation for RC00000281; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-181"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000282,52,0.7800,Elevated-risk investigation for RC00000282; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-182"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000283,90,0.9100,High-confidence fraud investigation for RC00000283; keep the transaction held and open dispute workflow.,"{""score"":90,""confidence"":0.91,""ring"":""RING-183"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000284,51,0.7800,Elevated-risk investigation for RC00000284; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-184"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000285,52,0.7800,Elevated-risk investigation for RC00000285; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-185"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000286,52,0.7800,Elevated-risk investigation for RC00000286; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-186"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000287,55,0.7800,Elevated-risk investigation for RC00000287; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-187"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000288,55,0.7800,Elevated-risk investigation for RC00000288; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-188"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000289,55,0.7800,Elevated-risk investigation for RC00000289; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-189"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000290,95,0.9100,High-confidence fraud investigation for RC00000290; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-190"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000291,55,0.7800,Elevated-risk investigation for RC00000291; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-191"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000292,55,0.7800,Elevated-risk investigation for RC00000292; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-192"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000293,56,0.7800,Elevated-risk investigation for RC00000293; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-193"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000294,55,0.7800,Elevated-risk investigation for RC00000294; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-194"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000295,55,0.7800,Elevated-risk investigation for RC00000295; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-195"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000296,96,0.9100,High-confidence fraud investigation for RC00000296; keep the transaction held and open dispute workflow.,"{""score"":96,""confidence"":0.91,""ring"":""RING-196"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000297,54,0.7800,Elevated-risk investigation for RC00000297; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-197"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000298,83,0.7800,Elevated-risk investigation for RC00000298; keep under review pending confirmation.,"{""score"":83,""confidence"":0.78,""ring"":""RING-198"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000299,94,0.9100,High-confidence fraud investigation for RC00000299; keep the transaction held and open dispute workflow.,"{""score"":94,""confidence"":0.91,""ring"":""RING-199"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000300,54,0.7800,Elevated-risk investigation for RC00000300; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-140"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000301,54,0.7800,Elevated-risk investigation for RC00000301; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-141"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000302,58,0.7800,Elevated-risk investigation for RC00000302; keep under review pending confirmation.,"{""score"":58,""confidence"":0.78,""ring"":""RING-142"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000303,57,0.7800,Elevated-risk investigation for RC00000303; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-143"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000304,57,0.7800,Elevated-risk investigation for RC00000304; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-144"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000305,88,0.9100,High-confidence fraud investigation for RC00000305; keep the transaction held and open dispute workflow.,"{""score"":88,""confidence"":0.91,""ring"":""RING-145"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000306,57,0.7800,Elevated-risk investigation for RC00000306; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-146"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000307,92,0.9100,High-confidence fraud investigation for RC00000307; keep the transaction held and open dispute workflow.,"{""score"":92,""confidence"":0.91,""ring"":""RING-147"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000308,99,0.9100,High-confidence fraud investigation for RC00000308; keep the transaction held and open dispute workflow.,"{""score"":99,""confidence"":0.91,""ring"":""RING-148"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000309,56,0.7800,Elevated-risk investigation for RC00000309; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-149"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000310,52,0.7800,Elevated-risk investigation for RC00000310; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-150"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000311,53,0.7800,Elevated-risk investigation for RC00000311; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-151"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000312,52,0.7800,Elevated-risk investigation for RC00000312; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-152"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000313,52,0.7800,Elevated-risk investigation for RC00000313; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-153"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000314,90,0.9100,High-confidence fraud investigation for RC00000314; keep the transaction held and open dispute workflow.,"{""score"":90,""confidence"":0.91,""ring"":""RING-154"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000315,56,0.7800,Elevated-risk investigation for RC00000315; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-155"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000316,87,0.9100,High-confidence fraud investigation for RC00000316; keep the transaction held and open dispute workflow.,"{""score"":87,""confidence"":0.91,""ring"":""RING-156"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000317,55,0.7800,Elevated-risk investigation for RC00000317; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-157"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000318,54,0.7800,Elevated-risk investigation for RC00000318; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-158"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000319,54,0.7800,Elevated-risk investigation for RC00000319; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-159"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000320,53,0.7800,Elevated-risk investigation for RC00000320; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-160"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000321,53,0.7800,Elevated-risk investigation for RC00000321; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-161"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000322,92,0.9100,High-confidence fraud investigation for RC00000322; keep the transaction held and open dispute workflow.,"{""score"":92,""confidence"":0.91,""ring"":""RING-162"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000323,53,0.7800,Elevated-risk investigation for RC00000323; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-163"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000324,91,0.9100,High-confidence fraud investigation for RC00000324; keep the transaction held and open dispute workflow.,"{""score"":91,""confidence"":0.91,""ring"":""RING-164"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000325,57,0.7800,Elevated-risk investigation for RC00000325; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-165"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000326,57,0.7800,Elevated-risk investigation for RC00000326; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-166"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000327,95,0.9100,High-confidence fraud investigation for RC00000327; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-167"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000328,56,0.7800,Elevated-risk investigation for RC00000328; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-168"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000329,53,0.7800,Elevated-risk investigation for RC00000329; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-169"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000330,93,0.9100,High-confidence fraud investigation for RC00000330; keep the transaction held and open dispute workflow.,"{""score"":93,""confidence"":0.91,""ring"":""RING-170"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000331,91,0.9100,High-confidence fraud investigation for RC00000331; keep the transaction held and open dispute workflow.,"{""score"":91,""confidence"":0.91,""ring"":""RING-171"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000332,57,0.7800,Elevated-risk investigation for RC00000332; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-172"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000333,56,0.7800,Elevated-risk investigation for RC00000333; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-173"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000334,56,0.7800,Elevated-risk investigation for RC00000334; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-174"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000335,55,0.7800,Elevated-risk investigation for RC00000335; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-175"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000336,55,0.7800,Elevated-risk investigation for RC00000336; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-176"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000337,95,0.9100,High-confidence fraud investigation for RC00000337; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-177"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000338,95,0.9100,High-confidence fraud investigation for RC00000338; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-178"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000339,54,0.7800,Elevated-risk investigation for RC00000339; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-179"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000340,53,0.7800,Elevated-risk investigation for RC00000340; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-180"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000341,53,0.7800,Elevated-risk investigation for RC00000341; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-181"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000342,58,0.7800,Elevated-risk investigation for RC00000342; keep under review pending confirmation.,"{""score"":58,""confidence"":0.78,""ring"":""RING-182"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000343,53,0.7800,Elevated-risk investigation for RC00000343; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-183"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000344,89,0.9100,High-confidence fraud investigation for RC00000344; keep the transaction held and open dispute workflow.,"{""score"":89,""confidence"":0.91,""ring"":""RING-184"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000345,53,0.7800,Elevated-risk investigation for RC00000345; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-185"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000346,53,0.7800,Elevated-risk investigation for RC00000346; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-186"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000347,52,0.7800,Elevated-risk investigation for RC00000347; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-187"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000348,52,0.7800,Elevated-risk investigation for RC00000348; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-188"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000349,91,0.9100,High-confidence fraud investigation for RC00000349; keep the transaction held and open dispute workflow.,"{""score"":91,""confidence"":0.91,""ring"":""RING-189"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000350,51,0.7800,Elevated-risk investigation for RC00000350; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-190"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000351,52,0.7800,Elevated-risk investigation for RC00000351; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-191"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000352,89,0.9100,High-confidence fraud investigation for RC00000352; keep the transaction held and open dispute workflow.,"{""score"":89,""confidence"":0.91,""ring"":""RING-192"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000353,56,0.7800,Elevated-risk investigation for RC00000353; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-193"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000354,56,0.7800,Elevated-risk investigation for RC00000354; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-194"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000355,55,0.7800,Elevated-risk investigation for RC00000355; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-195"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000356,55,0.7800,Elevated-risk investigation for RC00000356; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-196"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000357,95,0.9100,High-confidence fraud investigation for RC00000357; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-197"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000358,54,0.7800,Elevated-risk investigation for RC00000358; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-198"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000359,54,0.7800,Elevated-risk investigation for RC00000359; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-199"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000360,93,0.9100,High-confidence fraud investigation for RC00000360; keep the transaction held and open dispute workflow.,"{""score"":93,""confidence"":0.91,""ring"":""RING-140"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000361,55,0.7800,Elevated-risk investigation for RC00000361; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-141"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000362,55,0.7800,Elevated-risk investigation for RC00000362; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-142"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000363,54,0.7800,Elevated-risk investigation for RC00000363; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-143"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000364,54,0.7800,Elevated-risk investigation for RC00000364; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-144"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000365,94,0.9100,High-confidence fraud investigation for RC00000365; keep the transaction held and open dispute workflow.,"{""score"":94,""confidence"":0.91,""ring"":""RING-145"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000366,53,0.7800,Elevated-risk investigation for RC00000366; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-146"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000367,53,0.7800,Elevated-risk investigation for RC00000367; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-147"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000368,92,0.9100,High-confidence fraud investigation for RC00000368; keep the transaction held and open dispute workflow.,"{""score"":92,""confidence"":0.91,""ring"":""RING-148"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000369,52,0.7800,Elevated-risk investigation for RC00000369; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-149"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000370,52,0.7800,Elevated-risk investigation for RC00000370; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-150"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000371,57,0.7800,Elevated-risk investigation for RC00000371; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-151"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000372,57,0.7800,Elevated-risk investigation for RC00000372; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-152"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000373,89,0.9100,High-confidence fraud investigation for RC00000373; keep the transaction held and open dispute workflow.,"{""score"":89,""confidence"":0.91,""ring"":""RING-153"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
