case_id,event_order,event_type,agent_id,ts_label,payload_json,created_step
RC00000146,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends conditional review before release."",""finding"":""Conditional manual review.""}",449
RC00000146,6,synthesis_ready,,T+10s,"{""type"":""synthesis"",""ts"":""T+10s"",""score"":53,""confidence"":0.78,""verdicts"":[{""agent"":""customer"",""label"":""Anomaly"",""level"":""MED"",""tone"":""warn""},{""agent"":""merchant"",""label"":""Merchant"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""network"",""label"":""Network"",""level"":""MED"",""tone"":""warn""},{""agent"":""policy"",""label"":""Policy"",""level"":""REVIEW"",""tone"":""warn""}],""narrative"":""Elevated-risk investigation for RC00000146; keep under review pending confirmation."",""file"":""recommended_action_RC00000146.md"",""cited"":[{""f"":""customer_pattern_RC00000146.md"",""a"":""customer""},{""f"":""merchant_risk_RC00000146.md"",""a"":""merchant""},{""f"":""network_graph_RC00000146.json"",""a"":""network""},{""f"":""policy_match_RC00000146.md"",""a"":""policy""}],""actions"":[{""t"":""Manual review"",""d"":""Review USD 1428.00 transaction before release.""},{""t"":""Write risk note"",""d"":""Persist cluster_RING_166 as an elevated-risk signal.""}]}",449
RC00000147,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000147 opened from transaction TX0000013962; P2 priority.""}",570
RC00000147,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000001494 generated a PAYMENT transaction for USD 1489.30. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: PAYMENT amount USD 1489.30.""}",570
RC00000147,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""M00000260 has risk score 89; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 89.""}",570
RC00000147,4,agent_message,network,T+6s,"{""type"":""agent"",""agent"":""network"",""ts"":""T+6s"",""narrative"":""The case graph links customer, device, payout account, and receiver with max edge risk 70."",""finding"":""Graph risk edge observed; cluster RING-167.""}",570
RC00000147,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends conditional review before release."",""finding"":""Conditional manual review.""}",570
RC00000147,6,synthesis_ready,,T+10s,"{""type"":""synthesis"",""ts"":""T+10s"",""score"":53,""confidence"":0.78,""verdicts"":[{""agent"":""customer"",""label"":""Anomaly"",""level"":""MED"",""tone"":""warn""},{""agent"":""merchant"",""label"":""Merchant"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""network"",""label"":""Network"",""level"":""MED"",""tone"":""warn""},{""agent"":""policy"",""label"":""Policy"",""level"":""REVIEW"",""tone"":""warn""}],""narrative"":""Elevated-risk investigation for RC00000147; keep under review pending confirmation."",""file"":""recommended_action_RC00000147.md"",""cited"":[{""f"":""customer_pattern_RC00000147.md"",""a"":""customer""},{""f"":""merchant_risk_RC00000147.md"",""a"":""merchant""},{""f"":""network_graph_RC00000147.json"",""a"":""network""},{""f"":""policy_match_RC00000147.md"",""a"":""policy""}],""actions"":[{""t"":""Manual review"",""d"":""Review USD 1489.30 transaction before release.""},{""t"":""Write risk note"",""d"":""Persist cluster_RING_167 as an elevated-risk signal.""}]}",570
RC00000148,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000148 opened from transaction TX0000013999; P2 priority.""}",607
RC00000148,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000001975 generated a CASH_OUT transaction for USD 1611.00. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: CASH_OUT amount USD 1611.00.""}",607
RC00000148,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""C000005960 has risk score 90; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 90.""}",607
RC00000148,4,agent_message,network,T+6s,"{""type"":""agent"",""agent"":""network"",""ts"":""T+6s"",""narrative"":""The case graph links customer, device, payout account, and receiver with max edge risk 70."",""finding"":""Graph risk edge observed; cluster RING-168.""}",607
RC00000148,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends conditional review before release."",""finding"":""Conditional manual review.""}",607
RC00000148,6,synthesis_ready,,T+10s,"{""type"":""synthesis"",""ts"":""T+10s"",""score"":53,""confidence"":0.78,""verdicts"":[{""agent"":""customer"",""label"":""Anomaly"",""level"":""MED"",""tone"":""warn""},{""agent"":""merchant"",""label"":""Merchant"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""network"",""label"":""Network"",""level"":""MED"",""tone"":""warn""},{""agent"":""policy"",""label"":""Policy"",""level"":""REVIEW"",""tone"":""warn""}],""narrative"":""Elevated-risk investigation for RC00000148; keep under review pending confirmation."",""file"":""recommended_action_RC00000148.md"",""cited"":[{""f"":""customer_pattern_RC00000148.md"",""a"":""customer""},{""f"":""merchant_risk_RC00000148.md"",""a"":""merchant""},{""f"":""network_graph_RC00000148.json"",""a"":""network""},{""f"":""policy_match_RC00000148.md"",""a"":""policy""}],""actions"":[{""t"":""Manual review"",""d"":""Review USD 1611.00 transaction before release.""},{""t"":""Write risk note"",""d"":""Persist cluster_RING_168 as an elevated-risk signal.""}]}",607
RC00000149,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000149 opened from transaction TX0000014147; P2 priority.""}",11
RC00000149,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000003899 generated a PAYMENT transaction for USD 4662.00. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: PAYMENT amount USD 4662.00.""}",11
RC00000149,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""M00003775 has risk score 94; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 94.""}",11
RC00000149,4,agent_message,network,T+6s,"{""type"":""agent"",""agent"":""network"",""ts"":""T+6s"",""narrative"":""The case graph links customer, device, payout account, and receiver with max edge risk 70."",""finding"":""Graph risk edge observed; cluster RING-169.""}",11
RC00000149,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends conditional review before release."",""finding"":""Conditional manual review.""}",11
RC00000149,6,synthesis_ready,,T+10s,"{""type"":""synthesis"",""ts"":""T+10s"",""score"":57,""confidence"":0.78,""verdicts"":[{""agent"":""customer"",""label"":""Anomaly"",""level"":""MED"",""tone"":""warn""},{""agent"":""merchant"",""label"":""Merchant"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""network"",""label"":""Network"",""level"":""MED"",""tone"":""warn""},{""agent"":""policy"",""label"":""Policy"",""level"":""REVIEW"",""tone"":""warn""}],""narrative"":""Elevated-risk investigation for RC00000149; keep under review pending confirmation."",""file"":""recommended_action_RC00000149.md"",""cited"":[{""f"":""customer_pattern_RC00000149.md"",""a"":""customer""},{""f"":""merchant_risk_RC00000149.md"",""a"":""merchant""},{""f"":""network_graph_RC00000149.json"",""a"":""network""},{""f"":""policy_match_RC00000149.md"",""a"":""policy""}],""actions"":[{""t"":""Manual review"",""d"":""Review USD 4662.00 transaction before release.""},{""t"":""Write risk note"",""d"":""Persist cluster_RING_169 as an elevated-risk signal.""}]}",11
RC00000150,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000150 opened from transaction TX0000014268; P1 priority.""}",132
RC00000150,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000005472 generated a TRANSFER transaction for USD 3256.00. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: TRANSFER amount USD 3256.00.""}",132
RC00000150,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""C000013761 has risk score 93; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 93.""}",132
RC00000150,4,agent_message,network,T+6s,"{""type"":""agent"",""agent"":""network"",""ts"":""T+6s"",""narrative"":""The case graph links customer, device, payout account, and receiver with max edge risk 92."",""finding"":""Graph risk edge observed; cluster RING-170.""}",132
RC00000150,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends hold, escalation, and dispute workflow."",""finding"":""Auto-hold and fraud-ops escalation.""}",132
RC00000150,6,synthesis_ready,,T+10s,"{""type"":""synthesis"",""ts"":""T+10s"",""score"":90,""confidence"":0.91,""verdicts"":[{""agent"":""customer"",""label"":""Anomaly"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""merchant"",""label"":""Merchant"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""network"",""label"":""Network"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""policy"",""label"":""Policy"",""level"":""AUTO-HOLD"",""tone"":""warn""}],""narrative"":""High-confidence fraud investigation for RC00000150; keep the transaction held and open dispute workflow."",""file"":""recommended_action_RC00000150.md"",""cited"":[{""f"":""customer_pattern_RC00000150.md"",""a"":""customer""},{""f"":""merchant_risk_RC00000150.md"",""a"":""merchant""},{""f"":""network_graph_RC00000150.json"",""a"":""network""},{""f"":""policy_match_RC00000150.md"",""a"":""policy""}],""actions"":[{""t"":""Hold transaction"",""d"":""Keep USD 3256.00 held pending fraud-ops review.""},{""t"":""Open dispute case"",""d"":""Start customer-confirmation and dispute workflow.""},{""t"":""Write pattern memory"",""d"":""Persist cluster_RING_170 as a future recall signal.""}]}",132
RC00000151,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000151 opened from transaction TX0000014379; P2 priority.""}",243
RC00000151,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000006915 generated a PAYMENT transaction for USD 3509.00. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: PAYMENT amount USD 3509.00.""}",243
RC00000151,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""M00003183 has risk score 96; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 96.""}",243
RC00000151,4,agent_message,network,T+6s,"{""type"":""agent"",""agent"":""network"",""ts"":""T+6s"",""narrative"":""The case graph links customer, device, payout account, and receiver with max edge risk 70."",""finding"":""Graph risk edge observed; cluster RING-171.""}",243
RC00000151,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends conditional review before release."",""finding"":""Conditional manual review.""}",243
RC00000151,6,synthesis_ready,,T+10s,"{""type"":""synthesis"",""ts"":""T+10s"",""score"":56,""confidence"":0.78,""verdicts"":[{""agent"":""customer"",""label"":""Anomaly"",""level"":""MED"",""tone"":""warn""},{""agent"":""merchant"",""label"":""Merchant"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""network"",""label"":""Network"",""level"":""MED"",""tone"":""warn""},{""agent"":""policy"",""label"":""Policy"",""level"":""REVIEW"",""tone"":""warn""}],""narrative"":""Elevated-risk investigation for RC00000151; keep under review pending confirmation."",""file"":""recommended_action_RC00000151.md"",""cited"":[{""f"":""customer_pattern_RC00000151.md"",""a"":""customer""},{""f"":""merchant_risk_RC00000151.md"",""a"":""merchant""},{""f"":""network_graph_RC00000151.json"",""a"":""network""},{""f"":""policy_match_RC00000151.md"",""a"":""policy""}],""actions"":[{""t"":""Manual review"",""d"":""Review USD 3509.00 transaction before release.""},{""t"":""Write risk note"",""d"":""Persist cluster_RING_171 as an elevated-risk signal.""}]}",243
RC00000152,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000152 opened from transaction TX0000014416; P2 priority.""}",280
RC00000152,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000007396 generated a PAYMENT transaction for USD 3360.50. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: PAYMENT amount USD 3360.50.""}",280
RC00000152,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""M00003886 has risk score 97; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 97.""}",280
RC00000152,4,agent_message,network,T+6s,"{""type"":""agent"",""agent"":""network"",""ts"":""T+6s"",""narrative"":""The case graph links customer, device, payout account, and receiver with max edge risk 70."",""finding"":""Graph risk edge observed; cluster RING-172.""}",280
RC00000152,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends conditional review before release."",""finding"":""Conditional manual review.""}",280
RC00000152,6,synthesis_ready,,T+10s,"{""type"":""synthesis"",""ts"":""T+10s"",""score"":56,""confidence"":0.78,""verdicts"":[{""agent"":""customer"",""label"":""Anomaly"",""level"":""MED"",""tone"":""warn""},{""agent"":""merchant"",""label"":""Merchant"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""network"",""label"":""Network"",""level"":""MED"",""tone"":""warn""},{""agent"":""policy"",""label"":""Policy"",""level"":""REVIEW"",""tone"":""warn""}],""narrative"":""Elevated-risk investigation for RC00000152; keep under review pending confirmation."",""file"":""recommended_action_RC00000152.md"",""cited"":[{""f"":""customer_pattern_RC00000152.md"",""a"":""customer""},{""f"":""merchant_risk_RC00000152.md"",""a"":""merchant""},{""f"":""network_graph_RC00000152.json"",""a"":""network""},{""f"":""policy_match_RC00000152.md"",""a"":""policy""}],""actions"":[{""t"":""Manual review"",""d"":""Review USD 3360.50 transaction before release.""},{""t"":""Write risk note"",""d"":""Persist cluster_RING_172 as an elevated-risk signal.""}]}",280
RC00000153,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000153 opened from transaction TX0000014574; P2 priority.""}",438
RC00000153,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000009450 generated a PAYMENT transaction for USD 2665.00. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: PAYMENT amount USD 2665.00.""}",438
RC00000153,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""M00001888 has risk score 97; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 97.""}",438
RC00000153,4,agent_message,network,T+6s,"{""type"":""agent"",""agent"":""network"",""ts"":""T+6s"",""narrative"":""The case graph links customer, device, payout account, and receiver with max edge risk 70."",""finding"":""Graph risk edge observed; cluster RING-173.""}",438
RC00000153,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends conditional review before release."",""finding"":""Conditional manual review.""}",438
RC00000153,6,synthesis_ready,,T+10s,"{""type"":""synthesis"",""ts"":""T+10s"",""score"":55,""confidence"":0.78,""verdicts"":[{""agent"":""customer"",""label"":""Anomaly"",""level"":""MED"",""tone"":""warn""},{""agent"":""merchant"",""label"":""Merchant"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""network"",""label"":""Network"",""level"":""MED"",""tone"":""warn""},{""agent"":""policy"",""label"":""Policy"",""level"":""REVIEW"",""tone"":""warn""}],""narrative"":""Elevated-risk investigation for RC00000153; keep under review pending confirmation."",""file"":""recommended_action_RC00000153.md"",""cited"":[{""f"":""customer_pattern_RC00000153.md"",""a"":""customer""},{""f"":""merchant_risk_RC00000153.md"",""a"":""merchant""},{""f"":""network_graph_RC00000153.json"",""a"":""network""},{""f"":""policy_match_RC00000153.md"",""a"":""policy""}],""actions"":[{""t"":""Manual review"",""d"":""Review USD 2665.00 transaction before release.""},{""t"":""Write risk note"",""d"":""Persist cluster_RING_173 as an elevated-risk signal.""}]}",438
RC00000154,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000154 opened from transaction TX0000014611; P2 priority.""}",475
RC00000154,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000009931 generated a TRANSFER transaction for USD 2562.00. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: TRANSFER amount USD 2562.00.""}",475
RC00000154,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""C000003708 has risk score 98; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 98.""}",475
RC00000154,4,agent_message,network,T+6s,"{""type"":""agent"",""agent"":""network"",""ts"":""T+6s"",""narrative"":""The case graph links customer, device, payout account, and receiver with max edge risk 70."",""finding"":""Graph risk edge observed; cluster RING-174.""}",475
RC00000154,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends conditional review before release."",""finding"":""Conditional manual review.""}",475
RC00000154,6,synthesis_ready,,T+10s,"{""type"":""synthesis"",""ts"":""T+10s"",""score"":55,""confidence"":0.78,""verdicts"":[{""agent"":""customer"",""label"":""Anomaly"",""level"":""MED"",""tone"":""warn""},{""agent"":""merchant"",""label"":""Merchant"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""network"",""label"":""Network"",""level"":""MED"",""tone"":""warn""},{""agent"":""policy"",""label"":""Policy"",""level"":""REVIEW"",""tone"":""warn""}],""narrative"":""Elevated-risk investigation for RC00000154; keep under review pending confirmation."",""file"":""recommended_action_RC00000154.md"",""cited"":[{""f"":""customer_pattern_RC00000154.md"",""a"":""customer""},{""f"":""merchant_risk_RC00000154.md"",""a"":""merchant""},{""f"":""network_graph_RC00000154.json"",""a"":""network""},{""f"":""policy_match_RC00000154.md"",""a"":""policy""}],""actions"":[{""t"":""Manual review"",""d"":""Review USD 2562.00 transaction before release.""},{""t"":""Write risk note"",""d"":""Persist cluster_RING_174 as an elevated-risk signal.""}]}",475
RC00000155,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000155 opened from transaction TX0000014769; P2 priority.""}",633
RC00000155,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000011985 generated a CASH_OUT transaction for USD 1926.00. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: CASH_OUT amount USD 1926.00.""}",633
RC00000155,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""C000008290 has risk score 98; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 98.""}",633
RC00000155,4,agent_message,network,T+6s,"{""type"":""agent"",""agent"":""network"",""ts"":""T+6s"",""narrative"":""The case graph links customer, device, payout account, and receiver with max edge risk 70."",""finding"":""Graph risk edge observed; cluster RING-175.""}",633
RC00000155,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends conditional review before release."",""finding"":""Conditional manual review.""}",633
RC00000155,6,synthesis_ready,,T+10s,"{""type"":""synthesis"",""ts"":""T+10s"",""score"":54,""confidence"":0.78,""verdicts"":[{""agent"":""customer"",""label"":""Anomaly"",""level"":""MED"",""tone"":""warn""},{""agent"":""merchant"",""label"":""Merchant"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""network"",""label"":""Network"",""level"":""MED"",""tone"":""warn""},{""agent"":""policy"",""label"":""Policy"",""level"":""REVIEW"",""tone"":""warn""}],""narrative"":""Elevated-risk investigation for RC00000155; keep under review pending confirmation."",""file"":""recommended_action_RC00000155.md"",""cited"":[{""f"":""customer_pattern_RC00000155.md"",""a"":""customer""},{""f"":""merchant_risk_RC00000155.md"",""a"":""merchant""},{""f"":""network_graph_RC00000155.json"",""a"":""network""},{""f"":""policy_match_RC00000155.md"",""a"":""policy""}],""actions"":[{""t"":""Manual review"",""d"":""Review USD 1926.00 transaction before release.""},{""t"":""Write risk note"",""d"":""Persist cluster_RING_175 as an elevated-risk signal.""}]}",633
RC00000156,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000156 opened from transaction TX0000014917; P2 priority.""}",37
RC00000156,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000013909 generated a PAYMENT transaction for USD 5152.00. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: PAYMENT amount USD 5152.00.""}",37
RC00000156,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""M00003405 has risk score 84; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 84.""}",37
RC00000156,4,agent_message,network,T+6s,"{""type"":""agent"",""agent"":""network"",""ts"":""T+6s"",""narrative"":""The case graph links customer, device, payout account, and receiver with max edge risk 70."",""finding"":""Graph risk edge observed; cluster RING-176.""}",37
RC00000156,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends conditional review before release."",""finding"":""Conditional manual review.""}",37
RC00000156,6,synthesis_ready,,T+10s,"{""type"":""synthesis"",""ts"":""T+10s"",""score"":56,""confidence"":0.78,""verdicts"":[{""agent"":""customer"",""label"":""Anomaly"",""level"":""MED"",""tone"":""warn""},{""agent"":""merchant"",""label"":""Merchant"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""network"",""label"":""Network"",""level"":""MED"",""tone"":""warn""},{""agent"":""policy"",""label"":""Policy"",""level"":""REVIEW"",""tone"":""warn""}],""narrative"":""Elevated-risk investigation for RC00000156; keep under review pending confirmation."",""file"":""recommended_action_RC00000156.md"",""cited"":[{""f"":""customer_pattern_RC00000156.md"",""a"":""customer""},{""f"":""merchant_risk_RC00000156.md"",""a"":""merchant""},{""f"":""network_graph_RC00000156.json"",""a"":""network""},{""f"":""policy_match_RC00000156.md"",""a"":""policy""}],""actions"":[{""t"":""Manual review"",""d"":""Review USD 5152.00 transaction before release.""},{""t"":""Write risk note"",""d"":""Persist cluster_RING_176 as an elevated-risk signal.""}]}",37
RC00000157,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000157 opened from transaction TX0000014991; P2 priority.""}",111
RC00000157,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000014871 generated a PAYMENT transaction for USD 4628.00. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: PAYMENT amount USD 4628.00.""}",111
RC00000157,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""M00004811 has risk score 86; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 86.""}",111
RC00000157,4,agent_message,network,T+6s,"{""type"":""agent"",""agent"":""network"",""ts"":""T+6s"",""narrative"":""The case graph links customer, device, payout account, and receiver with max edge risk 70."",""finding"":""Graph risk edge observed; cluster RING-177.""}",111
RC00000157,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends conditional review before release."",""finding"":""Conditional manual review.""}",111
RC00000157,6,synthesis_ready,,T+10s,"{""type"":""synthesis"",""ts"":""T+10s"",""score"":56,""confidence"":0.78,""verdicts"":[{""agent"":""customer"",""label"":""Anomaly"",""level"":""MED"",""tone"":""warn""},{""agent"":""merchant"",""label"":""Merchant"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""network"",""label"":""Network"",""level"":""MED"",""tone"":""warn""},{""agent"":""policy"",""label"":""Policy"",""level"":""REVIEW"",""tone"":""warn""}],""narrative"":""Elevated-risk investigation for RC00000157; keep under review pending confirmation."",""file"":""recommended_action_RC00000157.md"",""cited"":[{""f"":""customer_pattern_RC00000157.md"",""a"":""customer""},{""f"":""merchant_risk_RC00000157.md"",""a"":""merchant""},{""f"":""network_graph_RC00000157.json"",""a"":""network""},{""f"":""policy_match_RC00000157.md"",""a"":""policy""}],""actions"":[{""t"":""Manual review"",""d"":""Review USD 4628.00 transaction before release.""},{""t"":""Write risk note"",""d"":""Persist cluster_RING_177 as an elevated-risk signal.""}]}",111
RC00000158,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000158 opened from transaction TX0000015038; P1 priority.""}",158
RC00000158,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000015482 generated a TRANSFER transaction for USD 3816.00. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: TRANSFER amount USD 3816.00.""}",158
RC00000158,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""C000016091 has risk score 83; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 83.""}",158
RC00000158,4,agent_message,network,T+6s,"{""type"":""agent"",""agent"":""network"",""ts"":""T+6s"",""narrative"":""The case graph links customer, device, payout account, and receiver with max edge risk 92."",""finding"":""Graph risk edge observed; cluster RING-178.""}",158
RC00000158,5,agent_message,policy,T+8s,"{""type"":""agent"",""agent"":""policy"",""ts"":""T+8s"",""narrative"":""Policy match recommends hold, escalation, and dispute workflow."",""finding"":""Auto-hold and fraud-ops escalation.""}",158
RC00000158,6,synthesis_ready,,T+10s,"{""type"":""synthesis"",""ts"":""T+10s"",""score"":90,""confidence"":0.91,""verdicts"":[{""agent"":""customer"",""label"":""Anomaly"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""merchant"",""label"":""Merchant"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""network"",""label"":""Network"",""level"":""HIGH"",""tone"":""danger""},{""agent"":""policy"",""label"":""Policy"",""level"":""AUTO-HOLD"",""tone"":""warn""}],""narrative"":""High-confidence fraud investigation for RC00000158; keep the transaction held and open dispute workflow."",""file"":""recommended_action_RC00000158.md"",""cited"":[{""f"":""customer_pattern_RC00000158.md"",""a"":""customer""},{""f"":""merchant_risk_RC00000158.md"",""a"":""merchant""},{""f"":""network_graph_RC00000158.json"",""a"":""network""},{""f"":""policy_match_RC00000158.md"",""a"":""policy""}],""actions"":[{""t"":""Hold transaction"",""d"":""Keep USD 3816.00 held pending fraud-ops review.""},{""t"":""Open dispute case"",""d"":""Start customer-confirmation and dispute workflow.""},{""t"":""Write pattern memory"",""d"":""Persist cluster_RING_178 as a future recall signal.""}]}",158
RC00000159,1,system_event,,T+0s,"{""type"":""system"",""ts"":""T+0s"",""text"":""Case RC00000159 opened from transaction TX0000015149; P2 priority.""}",269
RC00000159,2,agent_message,customer,T+2s,"{""type"":""agent"",""agent"":""customer"",""ts"":""T+2s"",""narrative"":""C000016925 generated a PAYMENT transaction for USD 3894.00. The amount and flow shape are outside the normal synthetic baseline."",""finding"":""Customer anomaly: PAYMENT amount USD 3894.00.""}",269
RC00000159,3,agent_message,merchant,T+4s,"{""type"":""agent"",""agent"":""merchant"",""ts"":""T+4s"",""narrative"":""M00002813 has risk score 86; the transaction matches an elevated merchant or payout pattern."",""finding"":""Merchant or beneficiary risk score 86.""}",269
